call_id,customer_id,call_duration_seconds,call_time_of_day,call_outcome,order_value_vnd,agent_id,follow_up_required
CALL-26470,CUST-96378,84,Morning (8-11h),No Answer,0,AGT-014,True
CALL-80791,CUST-46999,119,Morning (8-11h),Not Interested,0,AGT-004,False
CALL-53133,CUST-56398,145,Morning (8-11h),Success,824000,AGT-001,True
CALL-95818,CUST-56398,143,Noon (11-13h),Success,2396000,AGT-001,False
CALL-80396,CUST-56398,203,Afternoon (13-17h),Success,1278000,AGT-006,False
CALL-52761,CUST-56398,67,Evening (17-20h),Call Back Later,0,AGT-005,True
CALL-35481,CUST-56398,130,Noon (11-13h),Success,612000,AGT-016,False
CALL-68402,CUST-56398,53,Morning (8-11h),No Answer,0,AGT-016,False
CALL-20814,CUST-56398,188,Morning (8-11h),Success,2032000,AGT-008,False
CALL-53256,CUST-29376,58,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-65273,CUST-29376,426,Afternoon (13-17h),Success,760000,AGT-005,False
CALL-48261,CUST-29376,121,Afternoon (13-17h),Success,586000,AGT-001,True
CALL-94579,CUST-29376,83,Afternoon (13-17h),Success,1301000,AGT-001,False
CALL-97510,CUST-54752,70,Morning (8-11h),Call Back Later,0,AGT-014,True
CALL-57097,CUST-54752,120,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-89830,CUST-54752,360,Afternoon (13-17h),Not Interested,0,AGT-012,False
CALL-81432,CUST-91137,44,Evening (17-20h),No Answer,0,AGT-002,False
CALL-51973,CUST-91137,191,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-35763,CUST-34849,55,Noon (11-13h),No Answer,0,AGT-004,False
CALL-32775,CUST-68169,37,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-97613,CUST-68169,162,Afternoon (13-17h),Success,2500000,AGT-011,False
CALL-23199,CUST-16748,86,Morning (8-11h),Success,638000,AGT-019,False
CALL-35518,CUST-16748,113,Afternoon (13-17h),Success,1822000,AGT-006,False
CALL-53838,CUST-16748,152,Morning (8-11h),Success,1818000,AGT-002,False
CALL-25364,CUST-25721,360,Noon (11-13h),Success,1618000,AGT-013,False
CALL-29459,CUST-83882,186,Evening (17-20h),Success,982000,AGT-002,False
CALL-64315,CUST-83882,86,Morning (8-11h),Success,544000,AGT-003,False
CALL-37241,CUST-83882,203,Morning (8-11h),Success,767000,AGT-003,False
CALL-75919,CUST-19920,32,Morning (8-11h),Not Interested,0,AGT-016,False
CALL-69809,CUST-96615,98,Afternoon (13-17h),Success,393000,AGT-001,False
CALL-41507,CUST-91035,75,Afternoon (13-17h),No Answer,0,AGT-001,True
CALL-10721,CUST-91035,480,Morning (8-11h),Success,567000,AGT-002,False
CALL-24028,CUST-77837,54,Noon (11-13h),No Answer,0,AGT-008,False
CALL-33465,CUST-88886,185,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-60946,CUST-88886,71,Afternoon (13-17h),Success,1408000,AGT-005,False
CALL-62395,CUST-88886,50,Morning (8-11h),No Answer,0,AGT-017,False
CALL-28284,CUST-88886,60,Afternoon (13-17h),Not Interested,0,AGT-006,False
CALL-43138,CUST-88886,129,Noon (11-13h),Success,647000,AGT-004,False
CALL-77905,CUST-88886,109,Afternoon (13-17h),Not Interested,0,AGT-009,False
CALL-50769,CUST-88886,85,Afternoon (13-17h),Success,1482000,AGT-012,False
CALL-73919,CUST-88886,233,Afternoon (13-17h),No Answer,0,AGT-008,False
CALL-86628,CUST-79653,93,Noon (11-13h),Not Interested,0,AGT-003,False
CALL-40692,CUST-79653,220,Noon (11-13h),Success,822000,AGT-001,False
CALL-44878,CUST-79653,115,Afternoon (13-17h),Success,1122000,AGT-003,False
CALL-18685,CUST-48444,43,Morning (8-11h),No Answer,0,AGT-005,False
CALL-38761,CUST-74421,125,Morning (8-11h),Not Interested,0,AGT-007,False
CALL-93635,CUST-63708,124,Afternoon (13-17h),Success,350000,AGT-004,False
CALL-36831,CUST-63708,549,Morning (8-11h),Success,561000,AGT-016,True
CALL-37887,CUST-17555,293,Afternoon (13-17h),Call Back Later,0,AGT-019,True
CALL-47060,CUST-17555,332,Morning (8-11h),No Answer,0,AGT-004,False
CALL-54685,CUST-17555,108,Afternoon (13-17h),Success,844000,AGT-001,False
CALL-37292,CUST-17555,70,Morning (8-11h),Success,567000,AGT-001,False
CALL-87667,CUST-17555,95,Afternoon (13-17h),Call Back Later,0,AGT-006,True
CALL-60742,CUST-17555,90,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-77194,CUST-17555,225,Noon (11-13h),Success,706000,AGT-001,True
CALL-87688,CUST-69249,74,Afternoon (13-17h),Success,653000,AGT-011,False
CALL-87731,CUST-69249,205,Noon (11-13h),Success,721000,AGT-001,False
CALL-80595,CUST-54207,250,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-61954,CUST-54207,171,Evening (17-20h),Success,816000,AGT-020,False
CALL-87091,CUST-84973,35,Morning (8-11h),Not Interested,0,AGT-008,False
CALL-30977,CUST-48103,163,Morning (8-11h),Success,590000,AGT-011,False
CALL-33963,CUST-48103,31,Evening (17-20h),Call Back Later,0,AGT-006,True
CALL-78214,CUST-48103,122,Morning (8-11h),Success,725000,AGT-006,False
CALL-68616,CUST-48103,97,Morning (8-11h),Success,1227000,AGT-004,False
CALL-25560,CUST-48103,178,Morning (8-11h),Success,2132000,AGT-001,False
CALL-77754,CUST-64067,81,Morning (8-11h),Not Interested,0,AGT-018,False
CALL-32209,CUST-64067,72,Afternoon (13-17h),Not Interested,0,AGT-015,False
CALL-82408,CUST-64067,82,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-41744,CUST-64067,87,Evening (17-20h),Success,787000,AGT-010,False
CALL-96229,CUST-64067,30,Afternoon (13-17h),Success,2500000,AGT-002,False
CALL-60073,CUST-64067,258,Afternoon (13-17h),Success,1247000,AGT-011,False
CALL-44208,CUST-64067,92,Morning (8-11h),No Answer,0,AGT-010,False
CALL-79877,CUST-64067,205,Afternoon (13-17h),Not Interested,0,AGT-008,False
CALL-51794,CUST-64067,159,Morning (8-11h),Success,483000,AGT-010,False
CALL-88327,CUST-12637,96,Evening (17-20h),Not Interested,0,AGT-012,False
CALL-56743,CUST-72595,77,Afternoon (13-17h),Call Back Later,0,AGT-005,True
CALL-62786,CUST-36815,27,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-60934,CUST-36815,66,Noon (11-13h),Success,796000,AGT-005,False
CALL-59656,CUST-36815,36,Noon (11-13h),Not Interested,0,AGT-010,False
CALL-93802,CUST-94737,47,Afternoon (13-17h),No Answer,0,AGT-003,False
CALL-61430,CUST-94737,201,Afternoon (13-17h),Success,1845000,AGT-017,False
CALL-11931,CUST-94737,78,Evening (17-20h),Not Interested,0,AGT-004,False
CALL-83686,CUST-94737,58,Afternoon (13-17h),Not Interested,0,AGT-002,False
CALL-16471,CUST-94737,81,Afternoon (13-17h),Success,1019000,AGT-016,False
CALL-70173,CUST-94737,35,Morning (8-11h),No Answer,0,AGT-004,False
CALL-19116,CUST-94737,41,Morning (8-11h),No Answer,0,AGT-001,False
CALL-11657,CUST-94737,221,Morning (8-11h),Success,1444000,AGT-002,False
CALL-53982,CUST-94737,311,Morning (8-11h),Success,566000,AGT-001,False
CALL-18929,CUST-39498,110,Afternoon (13-17h),Not Interested,0,AGT-015,False
CALL-99680,CUST-39498,17,Morning (8-11h),No Answer,0,AGT-002,False
CALL-16630,CUST-39498,297,Afternoon (13-17h),Success,2500000,AGT-004,False
CALL-69235,CUST-39498,404,Morning (8-11h),Success,1308000,AGT-003,False
CALL-54957,CUST-39498,141,Afternoon (13-17h),Success,1325000,AGT-004,False
CALL-15197,CUST-39498,62,Afternoon (13-17h),Success,727000,AGT-005,False
CALL-73931,CUST-39498,205,Noon (11-13h),Success,905000,AGT-003,False
CALL-76490,CUST-39498,105,Afternoon (13-17h),Success,2500000,AGT-001,False
CALL-18796,CUST-39498,188,Afternoon (13-17h),Success,493000,AGT-011,False
CALL-74863,CUST-39498,23,Afternoon (13-17h),Success,660000,AGT-003,False
CALL-13996,CUST-39498,74,Afternoon (13-17h),Success,750000,AGT-012,True
CALL-32137,CUST-58576,34,Morning (8-11h),Success,989000,AGT-004,False
CALL-94142,CUST-92217,47,Afternoon (13-17h),No Answer,0,AGT-020,False
CALL-86783,CUST-38867,22,Afternoon (13-17h),Not Interested,0,AGT-019,False
CALL-44281,CUST-85005,48,Afternoon (13-17h),Not Interested,0,AGT-016,False
CALL-60985,CUST-85005,255,Morning (8-11h),Success,1375000,AGT-005,False
CALL-75654,CUST-85005,54,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-58004,CUST-85005,21,Morning (8-11h),No Answer,0,AGT-005,False
CALL-43097,CUST-38398,53,Afternoon (13-17h),Call Back Later,0,AGT-003,True
CALL-78464,CUST-38398,23,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-77929,CUST-38398,114,Afternoon (13-17h),Call Back Later,0,AGT-004,True
CALL-39629,CUST-38398,55,Morning (8-11h),Call Back Later,0,AGT-010,True
CALL-16782,CUST-38398,89,Morning (8-11h),Success,910000,AGT-007,True
CALL-58152,CUST-38398,63,Morning (8-11h),No Answer,0,AGT-012,False
CALL-92616,CUST-38398,88,Afternoon (13-17h),Not Interested,0,AGT-017,False
CALL-59411,CUST-59688,20,Morning (8-11h),Not Interested,0,AGT-011,False
CALL-94789,CUST-59688,50,Morning (8-11h),Not Interested,0,AGT-006,False
CALL-88832,CUST-55021,162,Morning (8-11h),Success,810000,AGT-008,False
CALL-10978,CUST-55021,174,Afternoon (13-17h),Success,787000,AGT-006,False
CALL-47978,CUST-50621,93,Morning (8-11h),Call Back Later,0,AGT-002,True
CALL-27631,CUST-50621,99,Morning (8-11h),Success,558000,AGT-001,False
CALL-68472,CUST-50621,14,Morning (8-11h),No Answer,0,AGT-007,False
CALL-79209,CUST-50621,139,Morning (8-11h),Success,1761000,AGT-020,False
CALL-85214,CUST-67020,253,Morning (8-11h),Success,492000,AGT-002,False
CALL-16542,CUST-66127,23,Noon (11-13h),Not Interested,0,AGT-012,False
CALL-30531,CUST-95013,194,Afternoon (13-17h),Success,1659000,AGT-004,False
CALL-94031,CUST-10390,22,Afternoon (13-17h),No Answer,0,AGT-007,False
CALL-44259,CUST-10390,112,Noon (11-13h),Success,978000,AGT-004,False
CALL-47314,CUST-10390,19,Afternoon (13-17h),No Answer,0,AGT-002,False
CALL-82787,CUST-10390,27,Noon (11-13h),Call Back Later,0,AGT-016,True
CALL-64228,CUST-12137,46,Afternoon (13-17h),Not Interested,0,AGT-003,False
CALL-38041,CUST-12137,39,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-42313,CUST-12137,234,Afternoon (13-17h),Success,367000,AGT-003,False
CALL-73089,CUST-63014,118,Noon (11-13h),Call Back Later,0,AGT-008,True
CALL-59004,CUST-63014,41,Morning (8-11h),Not Interested,0,AGT-004,False
CALL-22800,CUST-63014,163,Afternoon (13-17h),Not Interested,0,AGT-002,False
CALL-82033,CUST-63014,185,Noon (11-13h),Success,761000,AGT-018,False
CALL-73104,CUST-63014,144,Afternoon (13-17h),Success,1354000,AGT-006,False
CALL-74407,CUST-63014,129,Noon (11-13h),Success,1767000,AGT-018,False
CALL-92223,CUST-63014,130,Afternoon (13-17h),Success,1198000,AGT-008,False
CALL-29627,CUST-19402,39,Evening (17-20h),No Answer,0,AGT-001,False
CALL-18031,CUST-86918,111,Evening (17-20h),No Answer,0,AGT-009,False
CALL-68734,CUST-60253,235,Morning (8-11h),Success,638000,AGT-003,True
CALL-86277,CUST-60253,344,Afternoon (13-17h),Success,397000,AGT-006,False
CALL-77891,CUST-60253,99,Noon (11-13h),Not Interested,0,AGT-007,False
CALL-81780,CUST-60253,59,Morning (8-11h),Success,840000,AGT-015,False
CALL-89967,CUST-11737,45,Afternoon (13-17h),Success,1839000,AGT-001,False
CALL-91586,CUST-11737,222,Afternoon (13-17h),Call Back Later,0,AGT-006,True
CALL-65052,CUST-11737,46,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-99024,CUST-11737,86,Evening (17-20h),No Answer,0,AGT-001,False
CALL-98212,CUST-11737,84,Afternoon (13-17h),No Answer,0,AGT-004,False
CALL-24921,CUST-11737,180,Evening (17-20h),Success,665000,AGT-011,False
CALL-41976,CUST-81554,137,Afternoon (13-17h),Success,865000,AGT-001,False
CALL-75559,CUST-68971,402,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-24617,CUST-68971,134,Morning (8-11h),Call Back Later,0,AGT-004,True
CALL-31801,CUST-43280,228,Evening (17-20h),Success,454000,AGT-001,False
CALL-50237,CUST-56849,69,Afternoon (13-17h),Call Back Later,0,AGT-004,True
CALL-98153,CUST-56849,135,Noon (11-13h),Success,642000,AGT-001,False
CALL-63276,CUST-56849,238,Afternoon (13-17h),Call Back Later,0,AGT-014,True
CALL-87303,CUST-56849,216,Noon (11-13h),Success,1165000,AGT-002,False
CALL-63817,CUST-44425,28,Morning (8-11h),No Answer,0,AGT-003,True
CALL-84072,CUST-44425,40,Noon (11-13h),Success,1531000,AGT-002,True
CALL-33919,CUST-57373,138,Afternoon (13-17h),Call Back Later,0,AGT-008,True
CALL-42651,CUST-57373,87,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-28741,CUST-57373,106,Evening (17-20h),Call Back Later,0,AGT-002,True
CALL-45440,CUST-57373,84,Afternoon (13-17h),Success,1276000,AGT-002,False
CALL-44925,CUST-57373,203,Afternoon (13-17h),Success,1159000,AGT-020,True
CALL-31467,CUST-57373,123,Afternoon (13-17h),Success,1253000,AGT-013,False
CALL-20489,CUST-83526,93,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-21599,CUST-83526,498,Evening (17-20h),Success,1699000,AGT-008,False
CALL-55030,CUST-83526,235,Evening (17-20h),No Answer,0,AGT-014,False
CALL-51648,CUST-83526,274,Morning (8-11h),Success,1946000,AGT-010,False
CALL-20294,CUST-83526,36,Afternoon (13-17h),Not Interested,0,AGT-010,False
CALL-98127,CUST-83526,524,Noon (11-13h),Success,2405000,AGT-020,False
CALL-60730,CUST-40318,479,Afternoon (13-17h),Not Interested,0,AGT-012,False
CALL-45523,CUST-40318,200,Morning (8-11h),Success,2320000,AGT-001,False
CALL-80107,CUST-40318,120,Evening (17-20h),Call Back Later,0,AGT-004,True
CALL-98475,CUST-40318,56,Evening (17-20h),Success,1142000,AGT-007,False
CALL-52653,CUST-40318,217,Afternoon (13-17h),Success,707000,AGT-020,False
CALL-63145,CUST-40318,413,Morning (8-11h),Call Back Later,0,AGT-005,True
CALL-31259,CUST-40318,124,Morning (8-11h),Success,715000,AGT-017,False
CALL-23286,CUST-40318,40,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-68224,CUST-40318,109,Evening (17-20h),Success,1130000,AGT-003,False
CALL-18940,CUST-40318,72,Morning (8-11h),Success,1815000,AGT-002,False
CALL-35466,CUST-40318,47,Morning (8-11h),Call Back Later,0,AGT-009,True
CALL-34432,CUST-40318,21,Afternoon (13-17h),Not Interested,0,AGT-011,False
CALL-13584,CUST-40318,379,Evening (17-20h),Success,2302000,AGT-002,False
CALL-52558,CUST-40251,291,Evening (17-20h),Not Interested,0,AGT-007,False
CALL-60214,CUST-40251,81,Evening (17-20h),Success,533000,AGT-009,False
CALL-73390,CUST-58743,7,Afternoon (13-17h),Not Interested,0,AGT-020,False
CALL-76046,CUST-58743,158,Evening (17-20h),Success,2500000,AGT-001,False
CALL-46236,CUST-58743,310,Evening (17-20h),Success,870000,AGT-007,False
CALL-76372,CUST-58743,408,Evening (17-20h),Success,944000,AGT-009,False
CALL-97192,CUST-58743,156,Noon (11-13h),Success,661000,AGT-003,True
CALL-12990,CUST-58743,57,Morning (8-11h),Call Back Later,0,AGT-002,True
CALL-29778,CUST-58743,138,Afternoon (13-17h),Success,2500000,AGT-001,False
CALL-67126,CUST-58743,97,Morning (8-11h),Not Interested,0,AGT-013,False
CALL-86279,CUST-58743,85,Noon (11-13h),Not Interested,0,AGT-001,False
CALL-18993,CUST-22586,263,Afternoon (13-17h),Success,766000,AGT-002,False
CALL-74394,CUST-22586,162,Evening (17-20h),Call Back Later,0,AGT-009,True
CALL-12604,CUST-22586,30,Afternoon (13-17h),Success,663000,AGT-010,False
CALL-50574,CUST-22586,265,Morning (8-11h),Success,1335000,AGT-001,False
CALL-60462,CUST-66206,380,Afternoon (13-17h),Success,1690000,AGT-012,False
CALL-24537,CUST-46806,53,Morning (8-11h),No Answer,0,AGT-007,False
CALL-88500,CUST-84437,158,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-91867,CUST-84437,94,Morning (8-11h),Success,551000,AGT-014,True
CALL-74261,CUST-84437,18,Afternoon (13-17h),No Answer,0,AGT-008,False
CALL-97929,CUST-84437,138,Morning (8-11h),Success,791000,AGT-009,False
CALL-83487,CUST-84437,208,Afternoon (13-17h),Success,746000,AGT-019,False
CALL-89780,CUST-84437,139,Afternoon (13-17h),Success,1561000,AGT-002,False
CALL-29678,CUST-84437,299,Afternoon (13-17h),Success,417000,AGT-012,False
CALL-54383,CUST-84437,131,Morning (8-11h),Call Back Later,0,AGT-018,True
CALL-12008,CUST-84437,19,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-37412,CUST-84437,62,Afternoon (13-17h),No Answer,0,AGT-008,False
CALL-69533,CUST-87268,243,Morning (8-11h),Success,2420000,AGT-004,False
CALL-66507,CUST-87268,5,Afternoon (13-17h),Not Interested,0,AGT-008,False
CALL-57562,CUST-87268,66,Afternoon (13-17h),Success,361000,AGT-007,False
CALL-44284,CUST-87268,135,Afternoon (13-17h),Success,1567000,AGT-004,False
CALL-76146,CUST-87268,246,Afternoon (13-17h),Success,1276000,AGT-005,False
CALL-24222,CUST-87268,323,Evening (17-20h),Success,456000,AGT-001,False
CALL-40445,CUST-87268,92,Afternoon (13-17h),Success,884000,AGT-016,False
CALL-51424,CUST-86994,114,Morning (8-11h),Not Interested,0,AGT-003,False
CALL-18377,CUST-86994,70,Morning (8-11h),Success,350000,AGT-005,True
CALL-15842,CUST-86994,121,Evening (17-20h),Success,1417000,AGT-006,False
CALL-57866,CUST-86994,35,Evening (17-20h),Call Back Later,0,AGT-003,True
CALL-58003,CUST-86994,166,Afternoon (13-17h),Success,835000,AGT-001,False
CALL-98737,CUST-86994,5,Evening (17-20h),No Answer,0,AGT-001,False
CALL-97068,CUST-86994,153,Afternoon (13-17h),Success,605000,AGT-004,False
CALL-67021,CUST-86994,96,Morning (8-11h),Not Interested,0,AGT-009,False
CALL-49069,CUST-47255,251,Afternoon (13-17h),Success,1359000,AGT-001,False
CALL-51340,CUST-47255,205,Noon (11-13h),Success,973000,AGT-019,False
CALL-18565,CUST-47255,82,Afternoon (13-17h),Success,720000,AGT-007,False
CALL-31785,CUST-47255,195,Evening (17-20h),Success,435000,AGT-014,False
CALL-87695,CUST-47255,38,Afternoon (13-17h),Success,735000,AGT-010,False
CALL-65485,CUST-56427,22,Afternoon (13-17h),Not Interested,0,AGT-003,False
CALL-37247,CUST-56427,150,Afternoon (13-17h),Success,797000,AGT-008,False
CALL-82864,CUST-56427,20,Afternoon (13-17h),No Answer,0,AGT-020,False
CALL-88530,CUST-56427,344,Afternoon (13-17h),Success,620000,AGT-001,False
CALL-77521,CUST-56427,14,Morning (8-11h),Not Interested,0,AGT-020,False
CALL-75477,CUST-56427,236,Evening (17-20h),Success,865000,AGT-018,False
CALL-37269,CUST-56427,95,Afternoon (13-17h),Success,812000,AGT-003,False
CALL-29402,CUST-56427,171,Afternoon (13-17h),Call Back Later,0,AGT-004,True
CALL-86723,CUST-56427,124,Afternoon (13-17h),Success,544000,AGT-003,False
CALL-59559,CUST-56427,66,Noon (11-13h),Success,773000,AGT-004,False
CALL-82463,CUST-56427,56,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-56468,CUST-56427,180,Morning (8-11h),Success,568000,AGT-009,True
CALL-81168,CUST-13983,254,Evening (17-20h),Success,996000,AGT-002,False
CALL-10151,CUST-30404,138,Afternoon (13-17h),Success,995000,AGT-001,False
CALL-27270,CUST-30404,166,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-18052,CUST-30404,130,Afternoon (13-17h),Success,1765000,AGT-001,False
CALL-43492,CUST-30404,30,Evening (17-20h),Not Interested,0,AGT-011,False
CALL-91635,CUST-30404,33,Afternoon (13-17h),Not Interested,0,AGT-006,False
CALL-54292,CUST-30404,322,Evening (17-20h),Success,636000,AGT-001,False
CALL-80289,CUST-30404,96,Evening (17-20h),Success,429000,AGT-018,False
CALL-21513,CUST-46460,230,Afternoon (13-17h),Success,350000,AGT-003,False
CALL-80042,CUST-46460,77,Afternoon (13-17h),Success,1618000,AGT-016,False
CALL-52768,CUST-46460,50,Evening (17-20h),Not Interested,0,AGT-006,False
CALL-34872,CUST-46460,76,Evening (17-20h),Not Interested,0,AGT-010,False
CALL-41490,CUST-46460,190,Afternoon (13-17h),Success,1284000,AGT-017,False
CALL-19021,CUST-92986,55,Morning (8-11h),No Answer,0,AGT-016,False
CALL-93153,CUST-46325,131,Morning (8-11h),Success,516000,AGT-004,False
CALL-14135,CUST-53324,167,Morning (8-11h),Success,786000,AGT-001,False
CALL-22881,CUST-53324,113,Morning (8-11h),Call Back Later,0,AGT-019,True
CALL-30196,CUST-27582,129,Afternoon (13-17h),Success,1552000,AGT-003,False
CALL-19305,CUST-27582,131,Afternoon (13-17h),Success,350000,AGT-003,False
CALL-23562,CUST-27582,54,Afternoon (13-17h),Call Back Later,0,AGT-008,True
CALL-55531,CUST-27582,88,Morning (8-11h),Success,2500000,AGT-010,True
CALL-13307,CUST-27582,51,Afternoon (13-17h),No Answer,0,AGT-006,False
CALL-83017,CUST-27582,84,Morning (8-11h),Success,659000,AGT-011,False
CALL-97724,CUST-27582,202,Afternoon (13-17h),Success,758000,AGT-001,False
CALL-87405,CUST-27582,201,Evening (17-20h),Call Back Later,0,AGT-014,True
CALL-75729,CUST-27582,133,Evening (17-20h),Success,1349000,AGT-005,False
CALL-60697,CUST-27582,109,Morning (8-11h),Call Back Later,0,AGT-002,True
CALL-33873,CUST-27582,159,Afternoon (13-17h),Success,2149000,AGT-001,True
CALL-86873,CUST-27582,128,Morning (8-11h),Success,732000,AGT-006,False
CALL-72045,CUST-27582,83,Afternoon (13-17h),Call Back Later,0,AGT-010,True
CALL-18732,CUST-27582,105,Afternoon (13-17h),Not Interested,0,AGT-011,False
CALL-70766,CUST-93533,39,Morning (8-11h),Call Back Later,0,AGT-004,True
CALL-64635,CUST-93533,34,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-26639,CUST-93533,291,Afternoon (13-17h),Success,551000,AGT-004,False
CALL-21569,CUST-93533,189,Afternoon (13-17h),Success,437000,AGT-004,False
CALL-43797,CUST-44765,69,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-86221,CUST-44765,105,Morning (8-11h),Success,610000,AGT-005,False
CALL-18245,CUST-44765,79,Afternoon (13-17h),Call Back Later,0,AGT-006,True
CALL-56339,CUST-44765,103,Afternoon (13-17h),Success,1307000,AGT-008,False
CALL-29476,CUST-44765,192,Afternoon (13-17h),Success,1587000,AGT-001,False
CALL-53878,CUST-44765,5,Afternoon (13-17h),Not Interested,0,AGT-002,True
CALL-21154,CUST-42345,153,Evening (17-20h),Call Back Later,0,AGT-006,True
CALL-30835,CUST-42345,30,Noon (11-13h),No Answer,0,AGT-012,False
CALL-81358,CUST-42345,600,Noon (11-13h),Success,484000,AGT-001,False
CALL-88633,CUST-42345,225,Afternoon (13-17h),Success,1050000,AGT-003,False
CALL-13060,CUST-44579,25,Afternoon (13-17h),Success,604000,AGT-005,False
CALL-32906,CUST-44579,26,Afternoon (13-17h),Not Interested,0,AGT-005,False
CALL-86810,CUST-44579,60,Afternoon (13-17h),Call Back Later,0,AGT-007,True
CALL-75925,CUST-44579,103,Morning (8-11h),Success,350000,AGT-004,False
CALL-62267,CUST-44579,56,Morning (8-11h),Call Back Later,0,AGT-005,True
CALL-22447,CUST-23671,64,Morning (8-11h),Success,683000,AGT-002,False
CALL-86009,CUST-23671,7,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-62386,CUST-23671,498,Morning (8-11h),Not Interested,0,AGT-013,False
CALL-39287,CUST-23671,101,Evening (17-20h),Success,962000,AGT-003,False
CALL-96692,CUST-23671,357,Afternoon (13-17h),Success,959000,AGT-002,False
CALL-17835,CUST-23671,63,Afternoon (13-17h),Call Back Later,0,AGT-016,True
CALL-52500,CUST-11078,454,Morning (8-11h),Success,1332000,AGT-003,False
CALL-12952,CUST-47525,166,Afternoon (13-17h),Success,1334000,AGT-007,False
CALL-84741,CUST-47525,111,Evening (17-20h),Call Back Later,0,AGT-001,True
CALL-38137,CUST-90730,316,Noon (11-13h),Success,1062000,AGT-004,False
CALL-76943,CUST-90730,26,Noon (11-13h),Not Interested,0,AGT-001,False
CALL-26002,CUST-90730,106,Evening (17-20h),No Answer,0,AGT-020,False
CALL-82538,CUST-90730,88,Noon (11-13h),Success,436000,AGT-011,False
CALL-13494,CUST-90730,227,Evening (17-20h),Not Interested,0,AGT-002,False
CALL-28709,CUST-90730,13,Morning (8-11h),Not Interested,0,AGT-017,False
CALL-99753,CUST-90730,72,Evening (17-20h),Success,1324000,AGT-018,False
CALL-47919,CUST-90730,7,Morning (8-11h),No Answer,0,AGT-003,False
CALL-69348,CUST-90730,76,Afternoon (13-17h),Call Back Later,0,AGT-006,True
CALL-79269,CUST-90730,276,Noon (11-13h),Not Interested,0,AGT-004,False
CALL-26684,CUST-87457,76,Afternoon (13-17h),Success,1966000,AGT-013,True
CALL-10818,CUST-87457,49,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-70072,CUST-87457,187,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-52221,CUST-87457,53,Afternoon (13-17h),Success,1130000,AGT-019,False
CALL-65739,CUST-87457,250,Morning (8-11h),No Answer,0,AGT-006,True
CALL-89099,CUST-87457,346,Afternoon (13-17h),Call Back Later,0,AGT-003,True
CALL-96862,CUST-91223,117,Evening (17-20h),Not Interested,0,AGT-004,False
CALL-10939,CUST-91223,162,Afternoon (13-17h),Success,911000,AGT-012,False
CALL-92256,CUST-91223,267,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-89442,CUST-91223,114,Evening (17-20h),Success,1270000,AGT-004,False
CALL-37394,CUST-81720,20,Afternoon (13-17h),Not Interested,0,AGT-012,False
CALL-13249,CUST-81720,287,Morning (8-11h),Call Back Later,0,AGT-004,True
CALL-37792,CUST-81720,165,Evening (17-20h),Success,1117000,AGT-012,False
CALL-33251,CUST-81720,83,Afternoon (13-17h),Success,1158000,AGT-008,False
CALL-22144,CUST-81720,30,Afternoon (13-17h),Not Interested,0,AGT-003,False
CALL-41851,CUST-81720,76,Morning (8-11h),No Answer,0,AGT-018,False
CALL-70249,CUST-81720,141,Evening (17-20h),Success,2500000,AGT-006,False
CALL-32221,CUST-81720,155,Noon (11-13h),Success,631000,AGT-007,False
CALL-78833,CUST-81720,204,Afternoon (13-17h),Success,1115000,AGT-001,False
CALL-55996,CUST-81720,301,Afternoon (13-17h),Success,1358000,AGT-003,False
CALL-17817,CUST-81720,196,Afternoon (13-17h),No Answer,0,AGT-003,False
CALL-68656,CUST-75846,112,Morning (8-11h),Success,848000,AGT-001,True
CALL-78094,CUST-75846,64,Afternoon (13-17h),Success,587000,AGT-002,False
CALL-19706,CUST-75846,46,Morning (8-11h),Not Interested,0,AGT-006,False
CALL-28746,CUST-10403,217,Morning (8-11h),Success,1837000,AGT-014,False
CALL-93289,CUST-10403,106,Afternoon (13-17h),Call Back Later,0,AGT-019,True
