customer_id,age,gender,location,customer_tier,preferred_style,lifetime_purchases
CUST-61137,56,Female,Cần Thơ,New,Elegant,1
CUST-79508,40,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-44765,61,Female,Hải Phòng,Silver,Formal,4
CUST-80426,40,Male,Hà Nội,New,Casual,0
CUST-43297,47,Female,TP. Hồ Chí Minh,Gold,Elegant,11
CUST-93652,60,Male,Biên Hòa,Gold,Casual,13
CUST-94911,49,Female,TP. Hồ Chí Minh,Silver,Classic,3
CUST-35344,40,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-53176,43,Female,TP. Hồ Chí Minh,Silver,Classic,7
CUST-56427,60,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-53612,40,Female,Cần Thơ,Silver,Casual,6
CUST-38515,61,Female,Biên Hòa,New,Casual,1
CUST-95595,51,Female,Đà Nẵng,Gold,Casual,12
CUST-99009,42,Female,Đà Nẵng,New,Classic,0
CUST-24899,47,Male,TP. Hồ Chí Minh,New,Casual,0
CUST-90901,43,Female,Đà Nẵng,Gold,Elegant,16
CUST-80515,58,Female,TP. Hồ Chí Minh,Silver,Classic,2
CUST-90100,57,Female,Hà Nội,Gold,Casual,19
CUST-60458,40,Female,Huế,Gold,Casual,18
CUST-17555,48,Male,TP. Hồ Chí Minh,Silver,Formal,5
CUST-92979,45,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-50972,62,Male,Hà Nội,Silver,Formal,7
CUST-38336,41,Female,Huế,Silver,Classic,6
CUST-15452,64,Female,Hà Nội,Gold,Classic,16
CUST-45101,51,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-28367,42,Female,Huế,Silver,Casual,6
CUST-13864,46,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-48718,45,Female,Biên Hòa,Silver,Formal,2
CUST-97189,41,Male,Hà Nội,Silver,Elegant,4
CUST-22530,52,Female,Cần Thơ,Gold,Sporty,14
CUST-56020,42,Female,Vũng Tàu,New,Formal,2
CUST-70537,40,Female,Đà Nẵng,New,Classic,2
CUST-81720,48,Male,Hải Phòng,New,Elegant,2
CUST-19047,40,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-75988,45,Female,Cần Thơ,New,Formal,0
CUST-94217,44,Female,Đà Lạt,Gold,Sporty,12
CUST-84573,45,Female,Cần Thơ,New,Formal,1
CUST-27425,68,Female,Biên Hòa,New,Classic,3
CUST-20671,52,Female,Đà Nẵng,Silver,Elegant,2
CUST-45637,53,Female,Đà Nẵng,New,Classic,3
CUST-64207,40,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-50232,46,Female,Cần Thơ,Gold,Elegant,17
CUST-20090,53,Female,Đà Lạt,New,Elegant,0
CUST-14450,43,Female,Hải Phòng,New,Elegant,0
CUST-19397,59,Female,TP. Hồ Chí Minh,Silver,Elegant,4
CUST-75898,42,Female,Đà Nẵng,New,Casual,4
CUST-18735,49,Female,Cần Thơ,New,Classic,0
CUST-71198,47,Male,Biên Hòa,New,Classic,1
CUST-91345,53,Female,Hà Nội,New,Casual,2
CUST-12827,46,Female,Hà Nội,Gold,Sporty,20
CUST-87733,49,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-80100,50,Female,Hà Nội,New,Casual,0
CUST-27972,46,Female,Vũng Tàu,New,Casual,4
CUST-46637,55,Female,TP. Hồ Chí Minh,Gold,Casual,15
CUST-63421,53,Female,Đà Nẵng,New,Casual,3
CUST-91323,51,Female,TP. Hồ Chí Minh,Gold,Classic,20
CUST-33172,48,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-39950,58,Male,Vũng Tàu,Gold,Classic,8
CUST-41273,50,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-55956,49,Female,Hà Nội,New,Elegant,1
CUST-14836,52,Female,TP. Hồ Chí Minh,Silver,Classic,8
CUST-31379,65,Female,Vũng Tàu,New,Classic,2
CUST-41571,41,Female,Vũng Tàu,Silver,Classic,5
CUST-40089,58,Female,Hà Nội,Silver,Classic,4
CUST-38039,40,Female,Đà Nẵng,Silver,Elegant,8
CUST-25778,53,Female,Hà Nội,New,Classic,2
CUST-85290,64,Female,Đà Nẵng,Silver,Classic,6
CUST-67022,55,Male,Hà Nội,New,Casual,2
CUST-21788,53,Female,Nha Trang,Gold,Classic,20
CUST-16808,47,Female,Biên Hòa,Silver,Elegant,6
CUST-25415,52,Female,Hà Nội,Silver,Elegant,6
CUST-55638,49,Male,TP. Hồ Chí Minh,Gold,Classic,23
CUST-46999,45,Female,Hà Nội,Silver,Elegant,8
CUST-19159,49,Female,TP. Hồ Chí Minh,Silver,Classic,3
CUST-28116,53,Female,Hà Nội,New,Classic,1
CUST-46301,45,Female,TP. Hồ Chí Minh,Silver,Formal,3
CUST-18679,45,Female,Vũng Tàu,New,Casual,2
CUST-88105,41,Male,Hà Nội,New,Elegant,2
CUST-28739,55,Female,Huế,Silver,Classic,8
CUST-12361,56,Female,Hà Nội,New,Casual,1
CUST-69480,53,Female,Đà Nẵng,Silver,Elegant,6
CUST-36361,59,Female,TP. Hồ Chí Minh,New,Formal,3
CUST-27111,52,Male,Biên Hòa,New,Classic,2
CUST-50607,55,Female,Hà Nội,Gold,Elegant,17
CUST-61276,54,Female,Hà Nội,New,Elegant,0
CUST-51502,51,Female,Cần Thơ,Silver,Formal,8
CUST-28836,47,Female,Cần Thơ,Silver,Sporty,6
CUST-39767,69,Female,Hải Phòng,Gold,Formal,11
CUST-15207,48,Female,Hà Nội,New,Classic,2
CUST-51552,46,Female,TP. Hồ Chí Minh,Silver,Casual,2
CUST-91899,55,Female,Huế,New,Elegant,0
CUST-83577,54,Female,Đà Nẵng,New,Classic,0
CUST-51678,40,Female,Đà Nẵng,New,Casual,1
CUST-82665,60,Female,TP. Hồ Chí Minh,New,Sporty,1
CUST-51142,51,Female,TP. Hồ Chí Minh,Silver,Classic,1
CUST-18321,43,Female,Biên Hòa,New,Classic,0
CUST-87940,61,Male,Cần Thơ,New,Elegant,1
CUST-83526,57,Female,Hà Nội,Silver,Classic,5
CUST-25055,41,Male,Biên Hòa,New,Elegant,0
CUST-78129,66,Female,Đà Nẵng,New,Formal,5
CUST-66584,57,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-77725,51,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-97699,64,Female,Cần Thơ,Silver,Elegant,5
CUST-62370,53,Female,TP. Hồ Chí Minh,Gold,Classic,15
CUST-28586,51,Female,Đà Nẵng,Silver,Elegant,3
CUST-10826,46,Female,Cần Thơ,Silver,Classic,4
CUST-10093,56,Female,Hà Nội,New,Classic,6
CUST-41724,55,Female,Biên Hòa,Gold,Casual,12
CUST-15785,52,Female,TP. Hồ Chí Minh,New,Sporty,1
CUST-83926,45,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-69249,53,Female,Hải Phòng,New,Casual,0
CUST-65985,51,Male,Đà Nẵng,New,Formal,3
CUST-59394,41,Male,TP. Hồ Chí Minh,Silver,Elegant,5
CUST-49444,40,Female,Hải Phòng,New,Formal,1
CUST-37561,56,Female,Đà Lạt,New,Sporty,2
CUST-24228,40,Female,Nha Trang,New,Formal,1
CUST-55703,53,Female,Nha Trang,Gold,Classic,19
CUST-21583,48,Male,TP. Hồ Chí Minh,Silver,Casual,6
CUST-33704,62,Female,TP. Hồ Chí Minh,Gold,Classic,15
CUST-76080,48,Female,Đà Nẵng,Gold,Casual,18
CUST-43747,57,Female,Hà Nội,Gold,Sporty,21
CUST-23815,48,Female,Cần Thơ,New,Elegant,0
CUST-59148,52,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-40522,57,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-82391,48,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-99419,59,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-76376,44,Male,TP. Hồ Chí Minh,New,Casual,2
CUST-98574,54,Female,Đà Nẵng,New,Classic,3
CUST-46665,59,Female,Đà Nẵng,Silver,Formal,3
CUST-35257,57,Male,TP. Hồ Chí Minh,New,Classic,3
CUST-32787,67,Female,Hà Nội,New,Formal,0
CUST-64229,45,Male,Nha Trang,New,Casual,3
CUST-52582,40,Female,Hà Nội,Silver,Formal,2
CUST-42584,44,Female,TP. Hồ Chí Minh,New,Elegant,4
CUST-62688,57,Female,Đà Nẵng,New,Classic,2
CUST-91539,55,Female,Đà Nẵng,New,Formal,3
CUST-14332,52,Female,Đà Lạt,Silver,Elegant,3
CUST-56467,43,Female,Hải Phòng,New,Classic,0
CUST-12327,58,Female,Vũng Tàu,New,Casual,1
CUST-50654,42,Female,Huế,Gold,Casual,7
CUST-72236,61,Female,Hà Nội,Gold,Formal,22
CUST-42500,74,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-82575,54,Female,TP. Hồ Chí Minh,New,Sporty,0
CUST-43632,56,Male,TP. Hồ Chí Minh,New,Classic,1
CUST-58257,48,Male,Đà Nẵng,Silver,Casual,3
CUST-75340,40,Female,TP. Hồ Chí Minh,New,Formal,2
CUST-59617,47,Female,TP. Hồ Chí Minh,Gold,Casual,11
CUST-10565,43,Female,TP. Hồ Chí Minh,Silver,Elegant,3
CUST-74361,40,Female,Hải Phòng,Silver,Classic,7
CUST-32067,65,Female,Hải Phòng,New,Classic,1
CUST-35324,54,Female,Vũng Tàu,Gold,Casual,15
CUST-92923,55,Female,Hà Nội,Silver,Classic,2
CUST-67474,49,Female,TP. Hồ Chí Minh,Silver,Casual,4
CUST-51450,50,Female,Biên Hòa,New,Formal,1
CUST-29343,59,Female,Hải Phòng,Silver,Elegant,1
CUST-64067,51,Female,Đà Nẵng,Silver,Casual,9
CUST-26847,56,Female,Đà Nẵng,Gold,Classic,21
CUST-49817,50,Female,Hà Nội,Silver,Elegant,2
CUST-86471,49,Female,Đà Lạt,Silver,Classic,4
CUST-93730,40,Female,Hải Phòng,New,Classic,5
CUST-95473,40,Female,Đà Nẵng,Silver,Formal,6
CUST-93493,49,Female,Đà Nẵng,Gold,Classic,15
CUST-86669,52,Female,TP. Hồ Chí Minh,Silver,Elegant,6
CUST-26089,41,Female,TP. Hồ Chí Minh,New,Classic,4
CUST-44425,51,Female,Cần Thơ,New,Formal,1
CUST-90422,52,Female,TP. Hồ Chí Minh,Silver,Classic,4
CUST-49316,40,Female,Hà Nội,Gold,Classic,13
CUST-25733,44,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-67263,55,Male,Biên Hòa,New,Elegant,3
CUST-96546,55,Female,TP. Hồ Chí Minh,Gold,Classic,12
CUST-22022,42,Female,TP. Hồ Chí Minh,Silver,Classic,9
CUST-84804,53,Male,Hải Phòng,New,Casual,3
CUST-96781,60,Female,Nha Trang,New,Formal,0
CUST-71264,58,Female,Hải Phòng,New,Elegant,1
CUST-44919,51,Female,Huế,New,Casual,0
CUST-15356,48,Female,Hà Nội,Silver,Casual,1
CUST-82127,46,Female,Biên Hòa,Silver,Formal,4
CUST-13850,55,Male,Đà Lạt,Silver,Formal,3
CUST-25365,53,Male,TP. Hồ Chí Minh,Silver,Casual,6
CUST-24221,57,Female,Hải Phòng,New,Elegant,2
CUST-25448,53,Female,Hà Nội,New,Classic,2
CUST-39554,58,Female,TP. Hồ Chí Minh,New,Formal,5
CUST-17534,52,Female,Hà Nội,New,Casual,1
CUST-76579,58,Female,Hà Nội,Silver,Classic,4
CUST-20420,58,Female,Vũng Tàu,New,Formal,0
CUST-94292,45,Female,TP. Hồ Chí Minh,Silver,Formal,3
CUST-75859,40,Female,Đà Nẵng,New,Casual,3
CUST-66849,64,Female,TP. Hồ Chí Minh,New,Formal,2
CUST-28262,54,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-64811,40,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-29210,46,Male,TP. Hồ Chí Minh,Silver,Sporty,10
CUST-46073,58,Female,Hải Phòng,Silver,Elegant,5
CUST-42244,49,Female,Biên Hòa,New,Elegant,2
CUST-98844,47,Female,TP. Hồ Chí Minh,Silver,Casual,7
CUST-50727,63,Female,Vũng Tàu,Silver,Classic,3
CUST-72611,43,Male,Hải Phòng,New,Elegant,2
CUST-75759,45,Male,Đà Nẵng,New,Elegant,0
CUST-57224,53,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-54191,55,Female,Hà Nội,New,Classic,3
CUST-27658,55,Female,Huế,Gold,Formal,14
CUST-75943,59,Female,Đà Nẵng,New,Casual,1
CUST-38688,53,Female,TP. Hồ Chí Minh,Silver,Casual,2
CUST-32566,55,Female,Nha Trang,Silver,Elegant,3
CUST-61501,49,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-74672,52,Female,Nha Trang,Silver,Classic,1
CUST-57825,52,Female,TP. Hồ Chí Minh,New,Formal,2
CUST-44579,53,Female,Biên Hòa,New,Sporty,1
CUST-47113,58,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-18130,56,Female,Hà Nội,New,Sporty,2
CUST-13808,52,Female,Hải Phòng,New,Elegant,3
CUST-81812,45,Female,Hà Nội,Silver,Classic,3
CUST-49868,52,Female,Biên Hòa,Silver,Casual,7
CUST-57245,51,Female,Hải Phòng,Silver,Classic,5
CUST-58492,53,Female,TP. Hồ Chí Minh,New,Formal,2
CUST-82160,69,Male,Hà Nội,Gold,Elegant,10
CUST-33530,47,Female,Biên Hòa,New,Casual,3
CUST-85464,55,Female,Đà Nẵng,Silver,Elegant,4
CUST-15712,60,Female,Đà Lạt,Silver,Elegant,8
CUST-22875,52,Female,Hà Nội,Silver,Classic,7
CUST-12309,70,Female,Biên Hòa,New,Sporty,1
CUST-24728,48,Female,Đà Nẵng,Silver,Casual,5
CUST-40002,54,Female,Hải Phòng,Silver,Casual,0
CUST-82166,45,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-75469,49,Female,Hà Nội,Silver,Elegant,7
CUST-67187,53,Female,Biên Hòa,New,Elegant,3
CUST-39642,58,Female,Vũng Tàu,Silver,Formal,5
CUST-13054,54,Female,TP. Hồ Chí Minh,Silver,Elegant,4
CUST-18665,62,Female,Biên Hòa,Silver,Classic,5
CUST-77919,51,Female,Hà Nội,New,Casual,1
CUST-84591,49,Female,Hà Nội,New,Casual,2
CUST-48257,73,Female,Hà Nội,New,Classic,0
CUST-17612,55,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-10045,46,Female,Hà Nội,Silver,Classic,3
CUST-29877,46,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-14630,44,Female,Hà Nội,Silver,Elegant,4
CUST-54722,59,Female,Cần Thơ,New,Casual,3
CUST-15920,49,Female,Huế,New,Elegant,0
CUST-34603,53,Female,Hải Phòng,New,Formal,2
CUST-56812,51,Male,Hà Nội,New,Sporty,0
CUST-36997,57,Female,Cần Thơ,New,Elegant,0
CUST-23462,45,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-38578,43,Female,Cần Thơ,New,Classic,1
CUST-18426,53,Female,Đà Nẵng,New,Formal,1
CUST-90305,56,Female,TP. Hồ Chí Minh,Silver,Classic,2
CUST-87090,54,Female,Hà Nội,Gold,Casual,18
CUST-59975,45,Female,Nha Trang,Silver,Elegant,7
CUST-22620,57,Male,Biên Hòa,New,Elegant,3
CUST-33451,46,Female,Hải Phòng,New,Casual,3
CUST-88318,47,Female,Biên Hòa,New,Casual,5
CUST-29466,44,Female,Biên Hòa,Silver,Formal,3
CUST-53084,62,Male,Hà Nội,Silver,Formal,9
CUST-24680,57,Male,Cần Thơ,New,Casual,0
CUST-80285,56,Female,TP. Hồ Chí Minh,New,Classic,3
CUST-72660,61,Male,TP. Hồ Chí Minh,New,Formal,4
CUST-75676,74,Male,Hà Nội,New,Formal,2
CUST-30630,40,Female,Vũng Tàu,Gold,Formal,16
CUST-38202,46,Male,Cần Thơ,New,Sporty,1
CUST-44616,47,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-46545,45,Female,TP. Hồ Chí Minh,New,Casual,5
CUST-92140,43,Female,TP. Hồ Chí Minh,New,Casual,3
CUST-82031,49,Female,Cần Thơ,New,Elegant,3
CUST-89476,42,Female,Biên Hòa,New,Casual,2
CUST-82988,54,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-69750,52,Male,TP. Hồ Chí Minh,New,Classic,2
CUST-79073,55,Female,Đà Nẵng,Silver,Elegant,0
CUST-38398,56,Male,TP. Hồ Chí Minh,Silver,Casual,10
CUST-40994,56,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-76937,49,Female,Hà Nội,Gold,Classic,15
CUST-68971,68,Female,Hà Nội,New,Elegant,1
CUST-42345,53,Female,TP. Hồ Chí Minh,Gold,Classic,12
CUST-14510,40,Female,Đà Lạt,Gold,Elegant,17
CUST-28420,43,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-47263,40,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-25600,52,Female,Cần Thơ,Silver,Formal,7
CUST-50460,51,Female,Biên Hòa,New,Classic,0
CUST-36052,48,Male,TP. Hồ Chí Minh,New,Casual,2
CUST-37926,68,Female,Hà Nội,Silver,Formal,4
CUST-38113,56,Female,Hải Phòng,New,Classic,0
CUST-95682,57,Female,TP. Hồ Chí Minh,Gold,Formal,12
CUST-20373,44,Male,Hải Phòng,Silver,Elegant,6
CUST-73855,44,Female,TP. Hồ Chí Minh,Gold,Classic,13
CUST-69956,52,Female,Hà Nội,Silver,Elegant,1
CUST-18352,53,Female,TP. Hồ Chí Minh,Silver,Classic,3
CUST-19297,40,Female,Cần Thơ,Silver,Sporty,1
CUST-55312,50,Female,TP. Hồ Chí Minh,Gold,Casual,13
CUST-12787,52,Female,Hà Nội,Gold,Casual,15
CUST-97687,50,Female,TP. Hồ Chí Minh,Silver,Elegant,6
CUST-12085,45,Female,Cần Thơ,Silver,Formal,2
CUST-97041,47,Female,Hà Nội,Silver,Classic,3
CUST-98511,50,Male,Hải Phòng,New,Elegant,1
CUST-67268,52,Female,Hải Phòng,Gold,Sporty,14
CUST-79885,56,Female,TP. Hồ Chí Minh,New,Classic,6
CUST-70206,60,Female,Vũng Tàu,New,Classic,0
CUST-35891,49,Female,Đà Lạt,New,Elegant,0
CUST-99281,48,Female,TP. Hồ Chí Minh,Silver,Elegant,6
CUST-31380,55,Female,Hà Nội,Silver,Formal,4
CUST-58453,56,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-54437,48,Female,Hà Nội,New,Sporty,1
CUST-47161,58,Female,Đà Nẵng,New,Elegant,1
CUST-23665,59,Female,Đà Lạt,New,Casual,1
CUST-25475,62,Male,Huế,New,Casual,0
CUST-60513,66,Female,TP. Hồ Chí Minh,Silver,Casual,11
CUST-83057,45,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-72382,52,Female,Hà Nội,New,Classic,3
CUST-19815,52,Female,Đà Nẵng,New,Casual,0
CUST-49718,51,Male,Hà Nội,Silver,Formal,3
CUST-68223,46,Female,Biên Hòa,Gold,Classic,16
CUST-29623,40,Female,Huế,New,Classic,1
CUST-87654,52,Female,Hà Nội,New,Casual,1
CUST-51789,45,Female,Hải Phòng,Silver,Classic,6
CUST-33751,52,Male,Đà Nẵng,New,Elegant,1
CUST-31891,45,Female,Nha Trang,Silver,Sporty,12
CUST-79398,43,Female,TP. Hồ Chí Minh,Gold,Elegant,13
CUST-99464,53,Female,Hà Nội,Silver,Elegant,4
CUST-22111,53,Female,Hải Phòng,Gold,Casual,12
CUST-92364,56,Female,Hà Nội,New,Elegant,0
CUST-16112,69,Female,Đà Nẵng,New,Elegant,1
CUST-65528,54,Female,Hà Nội,New,Elegant,2
CUST-96086,55,Female,Hải Phòng,New,Elegant,0
CUST-35421,43,Female,Nha Trang,New,Classic,3
CUST-91882,41,Female,Hà Nội,New,Formal,3
CUST-87041,64,Female,TP. Hồ Chí Minh,Silver,Classic,6
CUST-64390,44,Female,Cần Thơ,New,Classic,1
CUST-45204,43,Female,Hà Nội,Silver,Casual,10
CUST-47111,51,Female,Đà Nẵng,New,Classic,2
CUST-12317,51,Male,Hải Phòng,New,Classic,3
CUST-23514,44,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-93030,49,Female,Huế,Silver,Classic,6
CUST-26905,61,Female,TP. Hồ Chí Minh,Silver,Classic,3
CUST-35147,45,Female,Hải Phòng,Silver,Elegant,6
CUST-97659,40,Female,Hà Nội,New,Formal,1
CUST-49555,59,Female,Hà Nội,New,Sporty,2
CUST-44241,55,Female,Hà Nội,Gold,Formal,21
CUST-20125,47,Male,Đà Lạt,New,Elegant,1
CUST-20157,40,Female,Đà Lạt,New,Casual,2
CUST-63103,46,Female,Nha Trang,New,Classic,0
CUST-77977,51,Female,Hà Nội,New,Elegant,3
CUST-71442,61,Male,Đà Nẵng,New,Formal,1
CUST-22143,43,Male,Nha Trang,New,Casual,2
CUST-30588,51,Female,Hải Phòng,Silver,Elegant,6
CUST-83672,57,Female,Hà Nội,Gold,Sporty,19
CUST-21790,40,Female,Đà Lạt,New,Elegant,3
CUST-80016,60,Female,Hà Nội,New,Classic,3
CUST-49899,42,Female,Hà Nội,Silver,Elegant,5
CUST-39510,54,Female,Đà Lạt,New,Elegant,2
CUST-13438,53,Female,TP. Hồ Chí Minh,Gold,Sporty,21
CUST-10659,60,Male,TP. Hồ Chí Minh,New,Classic,2
CUST-42134,56,Male,Đà Nẵng,Silver,Elegant,5
CUST-24724,40,Male,Vũng Tàu,Gold,Casual,11
CUST-60132,45,Female,Hà Nội,New,Formal,0
CUST-85559,53,Female,Cần Thơ,Silver,Formal,4
CUST-35524,50,Female,TP. Hồ Chí Minh,Silver,Formal,7
CUST-81652,55,Female,Hà Nội,Silver,Formal,7
CUST-67726,58,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-29216,56,Male,Đà Nẵng,New,Classic,3
CUST-35148,50,Female,Hà Nội,New,Formal,3
CUST-45999,40,Female,TP. Hồ Chí Minh,Gold,Elegant,8
CUST-41833,48,Female,Hải Phòng,New,Elegant,0
CUST-61453,55,Female,Đà Nẵng,New,Classic,1
CUST-50549,43,Female,Cần Thơ,Gold,Elegant,10
CUST-32638,57,Female,Huế,New,Casual,0
CUST-36816,59,Female,TP. Hồ Chí Minh,Silver,Formal,3
CUST-35406,53,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-65656,40,Female,TP. Hồ Chí Minh,Silver,Classic,4
CUST-99914,41,Female,Đà Nẵng,New,Classic,7
CUST-63236,67,Female,Hà Nội,New,Casual,2
CUST-31096,47,Female,TP. Hồ Chí Minh,Silver,Elegant,3
CUST-71458,40,Female,Hà Nội,New,Elegant,1
CUST-50085,61,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-64995,52,Female,Vũng Tàu,New,Classic,1
CUST-52207,60,Female,Đà Nẵng,Silver,Classic,3
CUST-19242,54,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-76973,55,Male,Đà Nẵng,New,Elegant,2
CUST-30478,54,Female,Hải Phòng,New,Casual,2
CUST-77157,57,Female,TP. Hồ Chí Minh,New,Classic,3
CUST-97541,70,Male,TP. Hồ Chí Minh,Silver,Classic,5
CUST-75431,59,Female,Cần Thơ,New,Formal,2
CUST-11835,40,Female,Hà Nội,Gold,Casual,12
CUST-95915,55,Female,Đà Nẵng,Silver,Elegant,7
CUST-92217,61,Female,Đà Nẵng,Silver,Casual,0
CUST-84070,61,Female,Cần Thơ,Silver,Elegant,5
CUST-37759,48,Female,Vũng Tàu,New,Elegant,2
CUST-91147,61,Female,Nha Trang,Gold,Casual,12
CUST-93834,59,Female,TP. Hồ Chí Minh,Silver,Elegant,3
CUST-90165,72,Female,Hà Nội,Silver,Elegant,3
CUST-45383,45,Female,Đà Nẵng,New,Formal,1
CUST-31450,47,Female,Huế,New,Casual,1
CUST-81074,49,Female,Biên Hòa,Silver,Formal,6
CUST-39348,48,Female,Nha Trang,New,Formal,0
CUST-81413,44,Female,Hà Nội,Silver,Classic,5
CUST-65533,40,Female,Cần Thơ,New,Casual,2
CUST-48894,48,Female,Đà Lạt,Silver,Classic,1
CUST-53028,54,Female,Hải Phòng,New,Casual,2
CUST-71900,48,Female,Hải Phòng,New,Classic,1
CUST-57836,67,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-85250,52,Female,Hải Phòng,Silver,Elegant,5
CUST-38306,62,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-38825,54,Female,Hà Nội,Gold,Elegant,14
CUST-85022,58,Female,Nha Trang,Silver,Casual,2
CUST-84437,54,Female,Biên Hòa,Silver,Formal,3
CUST-92223,62,Male,Huế,Silver,Casual,5
CUST-25502,52,Female,TP. Hồ Chí Minh,Silver,Classic,3
CUST-49002,55,Female,Hà Nội,Gold,Elegant,15
CUST-41852,54,Female,TP. Hồ Chí Minh,Silver,Formal,6
CUST-63612,49,Female,Huế,New,Classic,2
CUST-94557,55,Female,Hải Phòng,Silver,Classic,4
CUST-86885,69,Female,Biên Hòa,New,Sporty,2
CUST-71571,49,Male,TP. Hồ Chí Minh,New,Elegant,2
CUST-45149,55,Female,Đà Nẵng,Silver,Classic,7
CUST-57378,62,Male,Nha Trang,Silver,Elegant,5
CUST-99829,61,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-57839,52,Male,Biên Hòa,New,Classic,1
CUST-70224,40,Female,Đà Nẵng,Gold,Casual,20
CUST-48693,56,Female,Hà Nội,New,Classic,1
CUST-45117,40,Female,Hà Nội,New,Casual,1
CUST-55646,63,Female,Đà Lạt,Silver,Formal,8
CUST-95770,53,Female,Hải Phòng,Silver,Formal,2
CUST-73089,59,Female,Cần Thơ,Silver,Elegant,3
CUST-98243,44,Female,Nha Trang,Silver,Casual,3
CUST-15635,40,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-64962,54,Female,Nha Trang,New,Casual,2
CUST-37039,51,Male,Biên Hòa,Silver,Classic,3
CUST-32417,48,Female,Hà Nội,Silver,Casual,6
CUST-75513,52,Female,Cần Thơ,New,Elegant,1
CUST-63609,74,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-61177,58,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-93740,60,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-77587,58,Male,Huế,New,Casual,1
CUST-71638,63,Female,Hà Nội,New,Classic,1
CUST-57980,50,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-57638,40,Female,Hải Phòng,New,Casual,1
CUST-94418,50,Female,Hà Nội,Silver,Casual,6
CUST-27798,58,Female,Nha Trang,Silver,Casual,7
CUST-75171,44,Female,Biên Hòa,Silver,Casual,9
CUST-90004,50,Female,Hà Nội,Gold,Formal,12
CUST-90362,46,Female,Hà Nội,New,Elegant,3
CUST-69301,64,Female,Vũng Tàu,New,Classic,3
CUST-34705,57,Male,Hà Nội,Silver,Casual,5
CUST-34918,57,Female,Hà Nội,New,Elegant,4
CUST-34656,56,Female,Biên Hòa,New,Elegant,1
CUST-22186,51,Female,Đà Lạt,New,Elegant,2
CUST-77316,53,Female,Hải Phòng,Gold,Classic,15
CUST-34184,42,Female,Đà Nẵng,New,Classic,1
CUST-86570,40,Female,Đà Lạt,New,Casual,3
CUST-21370,53,Female,Hải Phòng,New,Casual,1
CUST-25132,54,Female,Hải Phòng,Silver,Casual,2
CUST-68702,61,Female,Huế,New,Elegant,1
CUST-90270,64,Female,Hải Phòng,Gold,Casual,12
CUST-31683,64,Female,TP. Hồ Chí Minh,Silver,Casual,5
CUST-76035,44,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-85651,49,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-92605,55,Female,Đà Nẵng,Silver,Classic,5
CUST-78402,72,Female,TP. Hồ Chí Minh,Silver,Formal,5
CUST-24276,63,Female,TP. Hồ Chí Minh,New,Classic,1
